"playerid","Rk.WAR","Rkprob","posit","eWAR.Rk","PlayerName","Level"
209838,8.53892700416484,0.618338020050748,"SS",5.27994321711315,"Adam Hall","Rk"
199128,12.9763031975243,0.328642469319132,"IF",4.26456432546814,"Nate Coronado","Rk"
209970,17.7419031078174,0.216271807898088,"RF",3.83707346068037,"Mason Martin","Rk"
210692,28.909567986344,0.119278945267242,"OF",3.44830277754272,"Danny Drullard","Rk"
210593,17.2669401555166,0.177517834923669,"SS",3.06518983216387,"Alexander Campos","Rk"
208277,9.89119058257814,0.251934488444612,"3B",2.49193203952998,"Andrison Pena","Rk"
201807,9.94296384291788,0.220982658765777,"C-OF",2.19722258601998,"Jose Garcia","Rk"
210693,16.2159470330271,0.135093335436099,"2B",2.19066637194674,"Ezequiel Duran","Rk"
211053,13.5804203262474,0.158315494565688,"SS",2.14999096035978,"Wenceel Perez","Rk"
203948,9.215230919449,0.227423658957766,"OF",2.09576153384183,"Brandon Marsh","Rk"
211039,21.3055445878802,0.0980750311155877,"SS",2.0895419483909,"Geraldo Perdomo","Rk"
210777,11.866922438018,0.164902230343432,"SS",1.95688197734169,"Marcos Gonzalez","Rk"
210595,10.424399932571,0.182798386110532,"OF",1.90556348384472,"Alexander Canario","Rk"
196550,9.29883748048042,0.20400460034631,"IF",1.8970056238907,"Rylan Bannon","Rk"
196622,9.71587630199271,0.190327576263295,"OF",1.84919918783226,"Ernie De La Trinidad","Rk"
196376,9.35246039410318,0.197552663678262,"IF",1.84760346280053,"Justin Yurchak","Rk"
210884,19.728575030152,0.0915772345233633,"2B",1.806688342348,"Tucupita Marcano","Rk"
197643,9.40442709156723,0.191910120706988,"C",1.80480473832274,"Gabriel Garcia","Rk"
209830,9.85259485372814,0.183156686768022,"3B",1.80456862947652,"Ryan Vilade","Rk"
210379,15.1675303941203,0.118358709637647,"OF",1.79520932583786,"Tirso Ornelas","Rk"
180644,12.4501515198429,0.140543678597504,"C",1.74979009369502,"Dominic Miroglio","Rk"
197621,10.2126354246552,0.161565646539559,"SS",1.65001104525722,"Matt Morales","Rk"
211084,11.7499124386086,0.140137435550163,"OF",1.64660259708557,"Henry Quintero","Rk"
210605,16.7742260048068,0.0979177144274632,"SS",1.6424938716804,"Deury Carrasco","Rk"
210620,15.808562942463,0.10351097113699,"OF",1.63635970245458,"Esney Chacon","Rk"
209294,23.8286156234985,0.0666305655289771,"SS",1.58771413476632,"Freudis Nova","Rk"
210418,17.0880391359372,0.0908270234275161,"SS",1.55205573093008,"Yenci Pena","Rk"
198704,16.3793862405094,0.0941015359930203,"SS",1.54132540385488,"Fidel Mejia","Rk"
181031,9.76861691985511,0.15742062888241,"CF",1.53778181883495,"Torii Hunter","Rk"
210681,9.53533005258343,0.160795564301113,"SS",1.53323877660251,"Eddy Diaz","Rk"
196671,8.60446958907644,0.177558675290111,"OF",1.52779822181046,"Ryan Noda","Rk"
174171,7.57340267975783,0.201538752413023,"IF",1.52633412759984,"Max Hogan","Rk"
210962,14.8698033846659,0.10204849316358,"C",1.51744102904387,"Gabriel Moreno","Rk"
198453,24.6224701298789,0.0614815132544612,"OF",1.51382672364772,"Yovanny Cuevas","Rk"
209298,9.89071581754433,0.151915000921502,"OF",1.50254810253656,"Jeisson Rosario","Rk"
209091,15.5247496985326,0.0966372856245068,"3B",1.50026967086607,"Sherten Apostel","Rk"
210816,10.5479598834729,0.141034968995564,"C",1.48763119513206,"Ivan Herrera","Rk"
209893,6.94531072812135,0.213528814554119,"1B",1.48302396648576,"Tyreque Reed","Rk"
208780,8.30484869468329,0.17110944735682,"OF",1.42103807052927,"Juan Ramirez","Rk"
203986,10.6031312408598,0.132409753374955,"SS",1.40395799260453,"Luis Curbelo","Rk"
209222,9.02859976435886,0.155458220910071,"SS",1.40357005667631,"Yasel Antuna","Rk"
